BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
,,,PEX5,,UFD1,EZRI,,GUSB
,,,PEX6,,HADH,ALDOA,,GYG1
,,,PFAS,,LOC483172,GSTP1,,GYS1
,,,PFDN2,,,TAGL,,GZMA
,,,PFDN6,,PSMC5,RAC1,,GZMB
,,,PFKFB2,,,TBB5,,H1-0
,,,PFKFB4,,KRT8,K22E,,H1-10
,,,PFKL,,RPS19,1433G,,H1-3
,,,PFKM,,AASDHPPT,ITIH3,,H1-5
,,,PFKP,,ACTR3,IMB1,,H2AC11
,,,PFN1,,BCL11A,ACOC,,H2AC13
,,,PFN2,,RAP1B,CNDP2,,H2AC15
,,,PGAM1,,PTBP1,ANXA5,,H2AC16
,,,PGD,,GDI2,KCRB,,H2AC17
,,,PGGT1B,,ACTN1,CO3,,H2AZ2
,,,PGK1,,RAB14,AK1A1,,H2BC13
,,,PGLS,,RPS3,KAD1,,H2BU1
,,,PGM1,,TOMM70,PLMN,,H3C13
,,,PGM2,,RPL32,HSP74,,H3C14
,,,PGM2L1,,SYTL2,RLA0L,,H3C15
,,,PGM3,,CYB5A,RL22,,H4-16
,,,PGP,,,HSP7C,,H4C1
,,,PGPEP1,,KRT89,G6PI,,H4C11
,,,PGR,,STRAP,TRFE,,H4C12
,,,PGRMC2,,RPL30,KRT81,,H4C13
,,,PHB2,,,K2C5,,H4C14
,,,PHF5A,,SERPINB6,TBB4B,,H4C15
,,,PHKA2,,APEX1,ROA1,,H4C2
,,,PHKB,,IPO7,PEBP1,,H4C3
,,,PHLDB1,,H2AFJ,CLIC1,,H4C4
,,,PHPT1,,PHACTR2,TPIS,,H4C5
,,,PHYHD1,,PFN2,PPIA,,H4C6
,,,PHYKPL,,LOC100682956,AL9A1,,H4C8
,,,PI16,,SLC16A1,FRIH,,H4C9
,,,PI4K2A,,ST13,ITIH2,,H6PD
,,,PI4KB,,RPN1,PSA6,,HAAO
,,,PIBF1,,LMAN2,EF1G,,HABP2
,,,PICALM.2,,ISOC1,PA1B3,,HACD3
,,,PICK1,,SRSF5,CAND1,,HADH
,,,PIGT,,HNRNPA3,EF1A1,,HADHA
,,,PIK3R4,,TAX1BP3,APOA4,,HADHB
,,,PIN1,,DSTN,GFPT1,,HAGH
,,,PIP4K2A,,ALDOC,CFAB,,HAPLN1
,,,PIP4K2C,,CSRP1,K1C19,,HARS1
,,,PIR,,TMED2,TXNL1,,HARS2
,,,PITHD1,,RPL14,HBB,,HAT1
,,,PITPNA,,HADHA,CERU,,HAX1
,,,PITPNM1,,HSP90B1,EF2,,HBA1
,,,PITRM1,,VCP,PTGR1,,HBA2
,,,PKN1,,HNRNPC,TERA,,HBB
,,,PKN2,,RHOA,CFAH,,HBD
,,,PLA2G4A,,VDAC3,CAPZB,,HBE1
,,,PLAA,,,B2MG,,HBG1
,,,PLBD1,,SYNCRIP,TRFL,,HBG2
,,,PLBD2,,GOT2,PRDX5,,HBM
,,,PLCB1,,NKX1-2,PDXK,,HBZ
,,,PLCB3,,FASN,1433G,,HCCS
,,,PLCB4,,MDH1,KAD1,,HCFC1
,,,PLCD1,,EEF2,CSRP1,,HCK
,,,PLCG1,,LRRC59,ACOC,,HCLS1
,,,PLCL1,,HNRNPA1,RL40,,HDAC1
,,,PLEC,,RAB5B,RS19,,HDAC2
,,,PLEK,,SERPINH1,K1C19,,HDAC5
,,,PLEKHO2,,RPS26,6PGD,,HDDC2
,,,PLG,,RPS17,RS3A,,HDDC3
,,,PLIN2,,CKAP4,CLIC1,,HDGF
,,,PLIN3,,LOC475521,AL1A2,,HDGFL2
,,,PLOD1,,ARCN1,NDKB,,HDGFL3
,,,PLOD3,,DHX9,F12AI,,HDHD2
,,,PLPBP,,KRT72,IMB1,,HDHD3
,,,PLRG1,,SND1,IQGA1,,HDHD5
,,,PLS1,,FKBP11,RL22,,HDLBP
,,,PLS3,,PABPC4,RS5,,HEATR1
,,,PLTP,,PSMC2,TTL12,,HEBP1
,,,PLXDC2,,MYO7B,K1M1,,HEBP2
,,,PLXNB2,,ATP5F1B,AN32A,,HECTD1
,,,PMPCA,,DYNLL1,MIPT3,,HECTD3
,,,PNP,,LOC100855913,THBG,,HELZ2
,,,POFUT1,,COPE,HBA,,HERC4
,,,POFUT2,,DPYSL3,RET4,,HERPUD1
,,,POLD1,,PFN1,LV102,,HEXA
,,,POLD2,,NCL,GMPPB,,HEXB
,,,POLR1C,,NONO,TAGL,,HEXIM1
,,,POLR2A,,PDLIM7,PDC6I,,HGD
,,,POLR2B,,ANXA2,SYWC,,HGF
,,,POLR2H,,,PLTP,,HGFAC
,,,POSTN,,,PSA3,,HGH1
,,,PPA1,,,PSME1,,HGS
,,,PPA2,,,CYBP,,HGSNAT
,,,PPAT,,,NTF2,,HIBADH
,,,PPFIBP1,,,ANGT,,HIBCH
,,,PPIA,,,HNRPU,,HID1
,,,PPIB,,,RL6,,HIKESHI
,,,PPIF,,,THRB,,HINT1
,,,PPIH,,,SERB,,HINT2
,,,PPIP5K2,,,6PGL,,HINT3
,,,PPL,,,CAH1,,HIP1
,,,PPM1A,,,PSA1,,HK1
,,,PPM1B,,,GSTO1,,HK2
,,,PPM1G,,,VINC,,HK3
,,,PPME1,,,CI064,,HLA-A
,,,PPP1CA,,,CRIP1,,HLA-B
,,,PPP1CB,,,CH3L1,,HLA-C
,,,PPP1R11,,,ITIH4,,HLA-DPB1
,,,PPP1R12A,,,GDIB,,HLA-DQB1
,,,PPP1R12C,,,CFAH,,HLA-DRA
,,,PPP1R2,,,COPB2,,HLA-DRB1
,,,PPP1R21,,,SYQ,,HLA-E
,,,PPP1R7.1,,,THIO,,HLA-F
,,,PPP1R8,,,LV104,,HLA-G
,,,PPP2CA,,,APEX1,,HLCS
,,,PPP2R1A,,,PSMD5,,HM13
,,,PPP2R1B,,,IQGA2,,HMBS
,,,PPP2R2D,,,RB11A,,HMCN1
,,,PPP2R5A,,,SAHH,,HMGA1
,,,PPP2R5C,,,BIEA,,HMGB1
,,,PPP2R5D,,,RAC1,,HMGB2
,,,PPP2R5E,,,ALBU,,HMGB3
,,,PPP3CA,,,ACTN4,,HMGCL
,,,PPP3CB,,,RS4X,,HMGCS2
,,,PPP4C,,,ADHX,,HMGN5
,,,PPP4R1,,,ADSV,,HMOX1
,,,PPP4R3A,,,SPB5,,HMOX2
,,,PPP4R3B,,,FABP5,,HNMT
,,,PPP5C,,,HS90B,,HNRNPA0
,,,PPP6C,,,HS71A,,HNRNPA1
,,,PPP6R2,,,ANXA2,,HNRNPA2B1
,,,PPP6R3,,,LASP1,,HNRNPA3
,,,PPT1,,,RL19,,HNRNPAB
,,,PRDX1,,,GALM,,HNRNPC
,,,PRDX2,,,AL1A1,,HNRNPD
,,,PRDX3,,,TCPB,,HNRNPDL
,,,PRDX4,,,INO1,,HNRNPF
,,,PRDX5,,,CRYM,,HNRNPH1
,,,PRDX6,,,ROA2,,HNRNPH2
,,,PRELP,,,PSA6,,HNRNPH3
,,,PREP,,,TPPP3,,HNRNPK
,,,PRG4,,,ANXA3,,HNRNPL
,,,PRKAA1,,,CYTB,,HNRNPLL
,,,PRKAB1,,,ILEU,,HNRNPM
,,,PRKAB2,,,FIBG,,HNRNPR
,,,PRKACA,,,RL9,,HNRNPU
,,,PRKAG2,,,COPA,,HNRNPUL1
,,,PRKAR1A,,,CAPZB,,HNRNPUL2
,,,PRKAR1B,,,TBB5,,HOOK3
,,,PRKAR2A,,,SPSY,,HP
,,,PRKAR2B,,,RS25,,HP1BP3
,,,PRKCD,,,CAND1,,HPCAL1
,,,PRKCI,,,PRDX5,,HPGD
,,,PRKCSH,,,RL12,,HPR
,,,PRKCZ,,,DHDH,,HPRT1
,,,PRKD1,,,RUVB1,,HPS3
,,,PRKD2,,,SND1,,HPS6
,,,PRKG1,,,KPYM,,HPX
,,,PRMT1,,,TGM2,,HRG
,,,PRMT3,,,TIG1,,HS1BP3
,,,PRMT7,,,HS105,,HSBP1
,,,PROC,,,TKT,,HSD11B1
,,,PROS1,,,RAN,,HSD11B2
,,,PRPF19,,,SODC,,HSD17B1
,,,PRPF39,,,COF1,,HSD17B10
,,,PRPF8,,,HBA1,,HSD17B11
,,,PRPS2,,,PNPH,,HSD17B12
,,,PRPSAP1,,,HBB,,HSD17B2
,,,PRPSAP2,,,HMGB1,,HSD17B4
,,,PRRC1,,,1433B,,HSD17B8
,,,PRRC2A,,,HS90A,,HSD3B1
,,,PRRC2C,,,EF2,,HSDL1
,,,PRUNE1,,,HEMO,,HSDL2
,,,PRXL2A,,,CFAB,,HSF1
,,,PSAP,,,CLUS,,HSP90AA1
,,,PSAT1,,,1433T,,HSP90AB1
,,,PSIP1,,,ABHEB,,HSP90AB4P
,,,PSMA1,,,CNDP2,,HSP90B1
,,,PSMA2,,,AOC3,,HSPA12A
,,,PSMA3,,,VTDB,,HSPA12B
,,,PSMA4,,,PYGL,,HSPA13
,,,PSMA5,,,ENPL,,HSPA14
,,,PSMA6,,,B2MG,,HSPA1A
,,,PSMA7,,,TTHY,,HSPA1B
,,,PSMB1,,,TAGL2,,HSPA1L
,,,PSMB2,,,HVM47,,HSPA2
,,,PSMB4,,,PRDX1,,HSPA4
,,,PSMB6,,,PDXK,,HSPA5
,,,PSMB7,,,K1C9,,HSPA6
,,,PSMB8,,,EF1A1,,HSPA8
,,,PSMC1,,,ANXA5,,HSPA9
,,,PSMC2,,,SYTC,,HSPB1
,,,PSMC3,,,LDHA,,HSPB11
,,,PSMC4,,,TRY1,,HSPB2
,,,PSMC5,,,CBR3,,HSPB6
,,,PSMC6,,,ANXA1,,HSPB7
,,,PSMD1,,,KRT81,,HSPB8
,,,PSMD10,,,PTGR1,,HSPBP1
,,,PSMD11,,,ALDOA,,HSPD1
,,,PSMD13,,,ACTB,,HSPE1
,,,PSMD14,,,CO4,,HSPG2
,,,PSMD2,,,TALDO,,HSPH1
,,,PSMD4,,,FRIH,,HTATIP2
,,,PSMD5,,,CBR1,,HTATSF1
,,,PSMD6,,,1433E,,HTRA1
,,,PSMD7,,,A1BG,,HTRA2
,,,PSMD8,,,1433Z,,HTRA4
,,,PSMD9,,,MIF,,HTT
,,,PSME3,,,ARPC3,,HUWE1
,,,PSME4,,,PEBP1,,HYI
,,,PSMF1,,,TRFE,,HYOU1
,,,PSMG1,,,G6PI,,HYPK
,,,PSMG3,,,K1C10,,IAH1
,,,PSPC1,,,TPIS,,IARS1
,,,PSPH,,,AK1A1,,IARS2
,,,PTBP1,,,CO3,,IBA57
,,,PTBP3,,,CERU,,ICAM1
,,,PTEN,,,ANXA8,,ICAM3
,,,PTER,,,APOA4,,ICOSLG
,,,PTGES2,,,TRFL,,IDE
,,,PTGES3,,,GSTP1,,IDH1
,,,PTGR2,,,ALBU,,IDH2
,,,PTGS1,,,SBP1,,IDH3A
,,,PTK2,,,HSPB1,,IDH3B
,,,PTK2B,,,A1AT,,IDH3G
,,,PTK7,,,HSP7C,,IDI1
,,,PTPA,,,GELS,,IDS
,,,PTPN11,,,QOR,,IDUA
,,,PTPN12,,,ANT3,,IER3IP1
,,,PTPN13,,,TERA,,IFI16
,,,PTPN23,,,PARK7,,IFI30
,,,PTPN6,,,PGK1,,IFI35
,,,PTPN9,,,PRDX2,,IFIT1
,,,PTPRC,,,HS74L,,IFIT2
,,,PTRH2,,,KCRB,,IFIT3
,,,PUDP,,,PCBP1,,IFIT5
,,,PUF60,,,ARPC4,,IFITM3
,,,PUM1,,,G3P,,IFNGR1
,,,PUM2,,,TBB4B,,IFT172
,,,PURA,,,K2C1,,IFT22
,,,PURB,,,EZRI,,IFT27
,,,PUS1,,,A2MG,,IFT52
,,,PUS10,,,OVGP1,,IFT57
,,,PUS7,,,PRDX6,,IGBP1
,,,PXDN,,,CLH1,,IGF1R
,,,PXN,,,GSTM1,,IGF2
,,,PYCARD,,,PROF1,,IGF2BP1
,,,PYCR1,,,ITIH3,,IGF2BP2
,,,PYCR3,,,LDHB,,IGF2BP3
,,,PYGB,,,DHPR,,IGF2R
,,,PYM1,,,HSP74,,IGFALS
,,,QARS1,,,ESTD,,IGFBP1
,,,QDPR,,,PPIA,,IGFBP2
,,,QKI,,,PA1B3,,IGFBP3
,,,QSOX1,,,ENOA,,IGFBP4
,,,RAB10,,,APOA1,,IGFBP5
,,,RAB11A,,,MDHC,,IGFBP7
,,,RAB11B,,,TXNL1,,IGHA1
,,,RAB12,,,EF1G,,IGHA2
,,,RAB14,,,FETUA,,IGHD
,,,RAB18,,,AL9A1,,IGHG1
,,,RAB1A,,,UBA1,,IGHG2
,,,RAB1B,,,S10AB,,IGHG3
,,,RAB21,,,GDIR1,,IGHG4
,,,RAB22A,,,CAH2,,IGHM
,,,RAB28,,,PGAM1,,IGHV1-2
,,,RAB2A,,,IDHC,,IGHV1-46
,,,RAB2B,,,ITIH2,,IGHV2-70
,,,RAB34,,,PLMN,,IGHV3-13
,,,RAB35,,,K22E,,IGHV3-23
,,,RAB3D,,,HBBN,,IGHV3-30
,,,RAB3GAP1,,,1433G,,IGHV3-33
,,,RAB3GAP2,,,CSRP1,,IGHV3-53
,,,RAB3IP,,,NTF2,,IGHV3-7
,,,RAB4A,,,RL40,,IGHV4-59
,,,RAB5B,,,RS19,,IGKC
,,,RAB5C,,,6PGD,,IGKV1-17
,,,RAB6A.1,,,RS3A,,IGKV1-5
,,,RAB7A,,,AL1A2,,IGKV1D-16
,,,RAB8A,,,IMB1,,IGKV1D-33
,,,RAB9A,,,RS3,,IGKV2-30
,,,RABEP1,,,IQGA1,,IGKV2D-28
,,,RABEP2,,,RL22,,IGKV2D-40
,,,RABEPK,,,TTL12,,IGKV3-11
,,,RABGAP1,,,PLAK,,IGKV3-20
,,,RABGAP1L,,,DEST,,IGKV4-1
,,,RABGEF1,,,EF1D,,IGLC2
,,,RABIF,,,RAB2A,,IGLC3
,,,RABL6,,,K1M1,,IGLC7
,,,RAC1,,,AN32A,,IGLL1
,,,RAC2,,,OSTP,,IGLL5
,,,RACK1,,,MIPT3,,IGLV1-40
,,,RAD23A,,,HBA,,IGLV1-44
,,,RAD23B,,,LV102,,IGLV1-51
,,,RAF1,,,GMPPB,,IGLV2-11
,,,RAI14,,,RL19,,IGLV3-19
,,,RALB,,,PDC6I,,IGLV3-21
,,,RALGAPB,,,SYWC,,IGLV3-25
,,,RALY,,,PLTP,,IGLV7-43
,,,RAN,,,DDAH2,,IK
,,,RANBP3,,,RL7,,IKBIP
,,,RANBP9,,,PSA3,,IKBKB
,,,RANGAP1,,,ARF4,,IL16
,,,RAP1A,,,PSME1,,IL18
,,,RAP1GDS1,,,F10A1,,IL1R1
,,,RAP2B,,,RL11,,IL1RAP
,,,RAPGEF1,,,CYBP,,IL1RL1
,,,RARS1,,,PSA4,,IL33
,,,RAVER1,,,ANGT,,IL4I1
,,,RB1CC1,,,HNRPU,,ILF2
,,,RBBP4,,,RL6,,ILF3
,,,RBBP7,,,THRB,,ILK
,,,RBBP9,,,SERB,,ILKAP
,,,RBCK1,,,6PGL,,ILVBL
,,,RBFA,,,CAH1,,IMMT
,,,RBM10,,,IAH1,,IMPA1
,,,RBM39,,,GSTO1,,IMPA2
,,,RBM47,,,SND1,,IMPACT
,,,RBM7,,,CRYM,,IMPDH1
,,,RBM8A,,,UBE2N,,IMPDH2
,,,RBMX,,,VINC,,INF2
,,,RBP1,,,CI064,,INHA
,,,RBP4,,,CRIP1,,INHBA
,,,RBP7,,,CH3L1,,INPP1
,,,RBPMS,,,PSA1,,INPP4A
,,,RBSN,,,CAZA1,,INPP4B
,,,RCBTB1,,,COPB2,,INPP5A
,,,RCBTB2,,,THIO,,INPP5D
,,,RCC2,,,CRIP2,,INPP5F
,,,RCN1,,,LV104,,INPPL1
,,,RCN3,,,APEX1,,INSR
,,,RDX,,,PSMD5,,INTS1
,,,RELA,,,IQGA2,,INTS10
,,,RELCH,,,RB11A,,INTS11
,,,REPS1,,,CAN1,,INTS13
,,,REPS2,,,ARP2,,INTS2
,,,RER1,,,SAHH,,INTS3
,,,REXO2,,,PSA5,,INTS4
,,,RHEB,,,RAC1,,INTS8
,,,RHOA,,,ACTN4,,IPO11
,,,RHOC,,,RS4X,,IPO4
,,,RHOG,,,RS11,,IPO5
,,,RHPN2,,,SPB5,,IPO7
,,,RILPL1,,,FABP5,,IPO9
,,,RING1,,,HS90B,,IQGAP1
,,,RIPK1,,,RL27,,IQGAP2
,,,RNASET2,,,HS71A,,IQSEC2
,,,RNF112,,,ANXA2,,IRAG1
,,,RNF123,,,LASP1,,IRAK3
,,,RNF20,,,ADSV,,IRAK4
,,,RNF214,,,GALM,,IRF2BP1
,,,RNH1,,,AL1A1,,IRF2BPL
,,,RNPEP,,,TCPB,,IRF3
,,,RO60,,,PRDX5,,IRF6
,,,ROCK1,,,ADHX,,IRGQ
,,,ROCK2,,,INO1,,ISCA2
,,,RPA1,,,ROA2,,ISCU
,,,RPA2,,,TPPP3,,ISG15
,,,RPA3,,,ANXA3,,ISLR
,,,RPE,,,CYTB,,ISM2
,,,RPIA,,,ILEU,,ISOC1
,,,RPL10,,,F12AI,,ISOC2
,,,RPL10A,,,RL9,,IST1
,,,RPL11,,,TCPA,,ISY1
,,,RPL12,,,IF4A2,,ISYNA1
,,,RPL13,,,PHS,,ITCH
,,,RPL13A,,,RS8,,ITFG1
,,,RPL14,,,TBB5,,ITGA1
,,,RPL15,,,HSP74,,ITGA11
,,,RPL18,,,SPSY,,ITGA2
,,,RPL18A,,,RS25,,ITGA2B
,,,RPL21,,,SEPT7,,ITGA3
,,,RPL22,,,RL12,,ITGA5
,,,RPL23A,,,GDIB,,ITGA6
,,,RPL24,,,DHDH,,ITGA7
,,,RPL26,,,RUVB1,,ITGAL
,,,RPL27,,,HPRT,,ITGAM
,,,RPL27A,,,PA1B3,,ITGAV
,,,RPL3,,,PROF1,,ITGB1
,,,RPL30,,,GSTM5,,ITGB2
,,,RPL31,,,ARPC4,,ITGB3
,,,RPL32,,,ACOC,,ITGB4
,,,RPL35,,,LDHA,,ITGB5
,,,RPL36,,,CERU,,ITGB8
,,,RPL37A,,,K2C8,,ITIH1
,,,RPL38,,,RL7A,,ITIH2
,,,RPL4,,,VTDB,,ITIH3
,,,RPL5,,,MOES,,ITIH4
,,,RPL7,,,G3P,,ITIH5
,,,RPL7A,,,UBA1,,ITM2B
,,,RPL8,,,EF1G,,ITPA
,,,RPL9,,,GFPT1,,ITPK1
,,,RPLP0,,,HSP7C,,ITPKB
,,,RPLP2,,,1433E,,ITPKC
,,,RPN1,,,HBB,,ITPR1
,,,RPN2,,,ANXA1,,ITPR2
,,,RPRD1A,,,KRT81,,ITPR3
,,,RPRD1B,,,HEMO,,ITPRID2
,,,RPS12,,,PARK7,,ITSN1
,,,RPS13,,,SODC,,ITSN2
,,,RPS14,,,DHPR,,IVD
,,,RPS15,,,QOR,,IVNS1ABP
,,,RPS15A,,,TIG1,,IWS1
,,,RPS16,,,CBR3,,JAGN1
,,,RPS19,,,PGK1,,JAKMIP3
,,,RPS2,,,GELS,,JAM2
,,,RPS20,,,G6PI,,JCHAIN
,,,RPS21,,,FRIH,,JMJD7
,,,RPS24,,,PRDX2,,JPH2
,,,RPS25,,,ANXA8,,JPT2
,,,RPS26,,,A2MG,,JUP
,,,RPS27A,,,CO3,,KALRN
,,,RPS27L,,,IDHC,,KANK2
,,,RPS28,,,TBB4B,,KANK3
,,,RPS29,,,CFAH,,KANSL3
,,,RPS3,,,COF1,,KARS1
,,,RPS3A,,,K1C9,,KAT2A
,,,RPS4X,,,ITIH3,,KATNA1
,,,RPS5,,,ENOA,,KATNAL1
,,,RPS6,,,GSTP1,,KBTBD11
,,,RPS6KA1,,,GSTM1,,KCNMA1
,,,RPS6KA3,,,PEBP1,,KCNN4
,,,RPS6KA4,,,PSA6,,KCTD10
,,,RPS6KB1,,,EF1A1,,KCTD12
,,,RPS7,,,ENPL,,KCTD14
,,,RPS8,,,PPIA,,KCTD21
,,,RPSA,,,CLH1,,KDM1A
,,,RRAGC,,,VP26A,,KDM2A
,,,RRAS,,,K22E,,KDM3B
,,,RRBP1,,,PPIB,,KDM5B
,,,RRM1,,,PCBP1,,KDM5C
,,,RRP12,,,S14L3,,KDSR
,,,RSF1,,,FKBP4,,KEAP1
,,,RSU1,,,TGM2,,KHDRBS1
,,,RTCA,,,1433Z,,KHSRP
,,,RTN3,,,TRFL,,KIAA0100
,,,RTN4,,,MDHC,,KIAA0513
,,,RTRAF,,,TAGL,,KIAA1143
,,,RUFY1,,,PDXK,,KIAA1191
,,,RUFY2,,,HSPB1,,KIAA1210
,,,RUFY3,,,1433T,,KIAA1217
,,,RWDD1,,,HBA1,,KIAA2013
,,,S100A10,,,APOA4,,KIDINS220
,,,S100A11,,,XPP1,,KIF13B
,,,SAAL1,,,B2MG,,KIF1B
,,,SAE1,,,TERA,,KIF1C
,,,SAHAI-12,,,AATC,,KIF21A
,,,SAMD4B,,,S10AB,,KIF2A
,,,SAMHD1,,,MIF,,KIF3A
,,,SAMM50,,,ACTB,,KIF5B
,,,SAR1A,,,OVGP1,,KIFBP
,,,SARDH,,,TXNL1,,KIN
,,,SARS1,,,1433B,,KISS1
,,,SART3,,,PGAM1,,KLC1
,,,SAT2,,,SYTC,,KLC2
,,,SBDS,,,AL9A1,,KLC4
,,,SBF1,,,CO4,,KLHL42
,,,SBNO1,,,TPIS,,KLK11
,,,SCFD1,,,KAD1,,KLKB1
,,,SCIN,,,PLMN,,KMO
,,,SCLY,,,KRA61,,KNG1
,,,SCP2,,,RAN,,KPNA1
,,,SCPEP1,,,TALDO,,KPNA2
,,,SCRIB,,,CK070,,KPNA3
,,,SCRN1,,,HS74L,,KPNA5
,,,SCRN3,,,NDKB,,KPNA6
,,,SCYL1,,,ESTD,,KPNA7
,,,SDCBP,,,GDIR1,,KPNB1
,,,SDHA,,,LDHB,,KRT1
,,,SDHB,,,APOA1,,KRT10
,,,SEC13,,,ITIH2,,KRT14
,,,SEC16A,,,K1C19,,KRT15
,,,SEC22B,,,A1BG,,KRT16
,,,SEC23A,,,CLUS,,KRT17
,,,SEC23B,,,A1AT,,KRT18
,,,SEC23IP,,,AOC3,,KRT19
,,,SEC24A,,,AK1A1,,KRT2
,,,SEC24B,,,TRY1,,KRT23
,,,SEC24C,,,PRDX6,,KRT38
,,,SEC24D,,,PYGL,,KRT5
,,,SEC61A1,,,HS90A,,KRT6B
,,,SEC63,,,ANT3,,KRT6C
,,,SELENBP1,,,ANXA5,,KRT7
,,,SELENOF,,,ROA1,,KRT75
,,,SELENOP,,,PSA7,,KRT77
,,,SELENOW,,,KPYM,,KRT8
,,,SEPHS1,,,SBP1,,KRT80
,,,SEPSECS,,,K2M3,,KRT84
,,,SEPT10,,,CAYP1,,KRT9
,,,SEPT2,,,TAGL2,,KRTCAP2
,,,SEPT7,,,PRDX1,,KSR1
,,,SEPT8,,,K2C5,,KTN1
,,,SEPT9,,,CLIC1,,KYAT3
,,,SERBP1,,,HVM47,,KYNU
,,,SERHL2,,,ACLY,,L1TD1
,,,SERPINA10,,,EZRI,,L2HGDH
,,,SERPINA6,,,CBR1,,L3HYPDH
,,,SERPINB10,,,FETUA,,LACTB
,,,SERPINB5,,,CNDP2,,LACTB2
,,,SERPINC1,,,TKT,,LAIR2
,,,SERPINE2,,,MYH9,,LAMA1
,,,SERPINF1,,,ACTC,,LAMA2
,,,SERPINF2,,,CAND1,,LAMA3
,,,SERPING1,,,ARPC3,,LAMA4
,,,SERPINH1,,,ABHEB,,LAMA5
,,,SET,,,CFDP2,,LAMB1
,,,SETD3,,,RS16,,LAMB2
,,,SF1,,,HMGB1,,LAMB3
,,,SF3A2,,,HBBN,,LAMC1
,,,SF3A3,,,GBLP,,LAMC2
,,,SF3B1,,,RLA0L,,LAMC3
,,,SF3B2,,,TRFE,,LAMP1
,,,SF3B3,,,K1C10,,LAMP2
,,,SF3B4,,,CAH2,,LAMTOR1
,,,SFN,,,PTGR1,,LAMTOR2
,,,SFPQ,,,PLSI,,LAMTOR3
,,,SFXN1,,,EF2,,LAMTOR5
,,,SGSH,,,ALBU,,LANCL1
,,,SGTA,,,TTHY,,LANCL2
,,,SH3BGRL,,,KCRB,,LAP3
,,,SH3BGRL2,,,K2C1,,LARP1
,,,SH3GL1,,,ALDOA,,LARP4
,,,SH3GLB1,,,RSSA,,LARP4B
,,,SH3GLB2,,,PEDF,,LARP7
,,,SH3KBP1,,,CFAB,,LARS1
,,,SHMT1,,,1433G,,LARS2
,,,SHMT2,,,KAD1,,LAS1L
,,,SHROOM2,,,CSRP1,,LASP1
,,,SHTN1,,,NTF2,,LBP
,,,SIRT5,,,RS19,,LBR
,,,SKIV2L,,,6PGD,,LCAT
,,,SKP1,,,CRIP1,,LCLAT1
,,,SLC12A7,,,RS3A,,LCMT1
,,,SLC15A1,,,S10AB,,LCN2
,,,SLC16A10,,,AL1A2,,LCP1
,,,SLC25A11,,,F12AI,,LCP2
,,,SLC25A12,,,IMB1,,LDAH
,,,SLC25A13,,,RS3,,LDB3
,,,SLC25A6,,,IQGA1,,LDHA
,,,SLC27A1,,,SEPT7,,LDHB
,,,SLC39A9,,,RL22,,LEMD2
,,,SLC3A2,,,PEDF,,LEMD3
,,,SLC43A1,,,PLAK,,LEO1
,,,SLC44A2,,,DEST,,LEP
,,,SLC44A4,,,PPIB,,LETM1
,,,SLC9A1,,,EF1D,,LETMD1
,,,SLC9A3R1,,,AN32A,,LGALS1
,,,SLC9A3R2,,,SBP1,,LGALS3
,,,SLMAP,,,OSTP,,LGALS3BP
,,,SLTM,,,MIPT3,,LGALS8
,,,SMAD1,,,THBG,,LGALS9
,,,SMAD2,,,HBA,,LGALS9B
,,,SMAP1,,,IF4A2,,LGMN
,,,SMARCA5,,,LV102,,LHPP
,,,SMARCC2,,,PDC6I,,LIFR
,,,SMARCD2,,,PLTP,,LIG1
,,,SMG8,,,DDAH2,,LIG3
,,,SMPD2,,,PSA3,,LIMA1
,,,SMPDL3A,,,GBLP,,LIMCH1
,,,SMPDL3B,,,ARF4,,LIMD2
,,,SMS,,,PSME1,,LIMS1
,,,SMU1,,,CYBP,,LIMS2
,,,SNCG,,,PSA4,,LIN28B
,,,SND1,,,THRB,,LIN54
,,,SNRNP200,,,6PGL,,LIN7C
,,,SNRNP40,,,CAH1,,LIPA
,,,SNRNP70,,,IAH1,,LITAF
,,,SNRPA,,,GSTO1,,LLGL1
,,,SNRPA1,,,SND1,,LMAN1
,,,SNRPD1,,,K2C8,,LMAN2
,,,SNRPD2,,,UBE2N,,LMAN2L
,,,SNRPD3,,,ARPC3,,LMCD1
,,,SNRPE,,,VINC,,LMF2
,,,SNTB2,,,CI064,,LMNA
,,,SNU13,,,CH3L1,,LMNB1
,,,SNW1,,,ITIH4,,LMNB2
,,,SNX1,,,ITIH3,,LMO7
,,,SNX12,,,PSA1,,LMOD1
,,,SNX18,,,CAZA1,,LNPEP
,,,SNX21,,,RL12,,LNPK
,,,SNX27,,,COPB2,,LONP1
,,,SNX33,,,SYQ,,LOXL1
,,,SNX5,,,CAYP1,,LOXL2
,,,SNX6,,,THIO,,LPA
,,,SNX7,,,CRIP2,,LPCAT1
,,,SNX9,,,RL27,,LPCAT2
,,,SOD1,,,PSMD5,,LPCAT3
,,,SOD2,,,TCPA,,LPGAT1
,,,SOD3,,,IQGA2,,LPIN1
,,,SORBS2,,,RB11A,,LPP
,,,SORBS3,,,CAN1,,LRBA
,,,SORL1,,,SAHH,,LRCH1
,,,SORT1,,,TCPG,,LRCH4
,,,SPAG17,,,PSA5,,LRG1
,,,SPAG6,,,RAC1,,LRP1
,,,SPAG7,,,ACTN4,,LRP2
