BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
,,,SRSF1,,,,,ITIH5
,,,SRSF10,,,,,ITM2B
,,,SRSF2,,,,,ITPA
,,,SRSF3,,,,,ITPK1
,,,SRSF4,,,,,ITPKB
,,,SRSF5,,,,,ITPKC
,,,SRSF6,,,,,ITPR1
,,,SRSF7,,,,,ITPR2
,,,SRSF9,,,,,ITPR3
,,,SSB,,,,,ITPRID2
,,,SSH3,,,,,ITSN1
,,,SSR1,,,,,ITSN2
,,,SSRP1,,,,,IVD
,,,SSU72,,,,,IVNS1ABP
,,,ST13,,,,,IWS1
,,,STAB1,,,,,JAGN1
,,,STAM,,,,,JAKMIP3
,,,STAM2,,,,,JAM2
,,,STAMBP,,,,,JCHAIN
,,,STARD10,,,,,JMJD7
,,,STARD5,,,,,JPH2
,,,STAT1,,,,,JPT2
,,,STAT2,,,,,JUP
,,,STAT3,,,,,KALRN
,,,STAT5B,,,,,KANK2
,,,STAT6,,,,,KANK3
,,,STIM1,,,,,KANSL3
,,,STIP1,,,,,KARS1
,,,STK10,,,,,KAT2A
,,,STK24,,,,,KATNA1
,,,STK3,,,,,KATNAL1
,,,STK33,,,,,KBTBD11
,,,STK36,,,,,KCNMA1
,,,STK38,,,,,KCNN4
,,,STK38L,,,,,KCTD10
,,,STK39,,,,,KCTD12
,,,STK4,,,,,KCTD14
,,,STMN1,,,,,KCTD21
,,,STOM,,,,,KDM1A
,,,STOML2,,,,,KDM2A
,,,STRAP,,,,,KDM3B
,,,STRBP,,,,,KDM5B
,,,STRIP1,,,,,KDM5C
,,,STRN,,,,,KDSR
,,,STRN3,,,,,KEAP1
,,,STT3A,,,,,KHDRBS1
,,,STT3B,,,,,KHSRP
,,,STUB1,,,,,KIAA0100
,,,STX12,,,,,KIAA0513
,,,STX7,,,,,KIAA1143
,,,STXBP2,,,,,KIAA1191
,,,STXBP5,,,,,KIAA1210
,,,SUB1,,,,,KIAA1217
,,,SUCLA2,,,,,KIAA2013
,,,SUCLG1,,,,,KIDINS220
,,,SUCLG2,,,,,KIF13B
,,,SUGT1,,,,,KIF1B
,,,SULT2B1,,,,,KIF1C
,,,SUMO2,,,,,KIF21A
,,,SUOX,,,,,KIF2A
,,,SUPT16H,,,,,KIF3A
,,,SUPT5H,,,,,KIF5B
,,,SUPT6H,,,,,KIFBP
,,,SURF4,,,,,KIN
,,,SUSD2,,,,,KISS1
,,,SVIL,,,,,KLC1
,,,SWAP70,,,,,KLC2
,,,SYAP1,,,,,KLC4
,,,SYMPK,,,,,KLHL42
,,,SYNCRIP,,,,,KLK11
,,,SYNE2,,,,,KLKB1
,,,SYNJ1,,,,,KMO
,,,SYPL1,,,,,KNG1
,,,TAB1,,,,,KPNA1
,,,TACC2,,,,,KPNA2
,,,TACSTD2,,,,,KPNA3
,,,TADA3,,,,,KPNA5
,,,TAF15,,,,,KPNA6
,,,TAGLN,,,,,KPNA7
,,,TAGLN2,,,,,KPNB1
,,,TALDO1,,,,,KRT1
,,,TARDBP,,,,,KRT10
,,,TARS1,,,,,KRT14
,,,TARS3,,,,,KRT15
,,,TATDN1,,,,,KRT16
,,,TBC1D1,,,,,KRT17
,,,TBC1D10B,,,,,KRT18
,,,TBC1D13,,,,,KRT19
,,,TBC1D15,,,,,KRT2
,,,TBC1D17,,,,,KRT23
,,,TBC1D23,,,,,KRT38
,,,TBC1D24,,,,,KRT5
,,,TBC1D4,,,,,KRT6B
,,,TBC1D5,,,,,KRT6C
,,,TBC1D9B,,,,,KRT7
,,,TBCA,,,,,KRT75
,,,TBCB,,,,,KRT77
,,,TBCD,,,,,KRT8
,,,TBCE,,,,,KRT80
,,,TBCEL,,,,,KRT84
,,,TBL1XR1,,,,,KRT9
,,,TBPL1,,,,,KRTCAP2
,,,TCEA1,,,,,KSR1
,,,TCF25,,,,,KTN1
,,,TCP1,,,,,KYAT3
,,,TCP11L1,,,,,KYNU
,,,TCTE1,,,,,L1TD1
,,,TECR,,,,,L2HGDH
,,,TFAM,,,,,L3HYPDH
,,,TFCP2,,,,,LACTB
,,,TFG,,,,,LACTB2
,,,TGFB1I1,,,,,LAIR2
,,,TGFBI,,,,,LAMA1
,,,TGM2,,,,,LAMA2
,,,TGOLN2,,,,,LAMA3
,,,THADA,,,,,LAMA4
,,,THBD,,,,,LAMA5
,,,THOC3,,,,,LAMB1
,,,THOP1,,,,,LAMB2
,,,THRAP3,,,,,LAMB3
,,,THUMPD1,,,,,LAMC1
,,,THUMPD3,,,,,LAMC2
,,,THY1,,,,,LAMC3
,,,TIA1.1,,,,,LAMP1
,,,TIAL1,,,,,LAMP2
,,,TIMM44,,,,,LAMTOR1
,,,TIPRL,,,,,LAMTOR2
,,,TJP1,,,,,LAMTOR3
,,,TJP2,,,,,LAMTOR5
,,,TJP3,,,,,LANCL1
,,,TKFC,,,,,LANCL2
,,,TKT,,,,,LAP3
,,,TLE3,,,,,LARP1
,,,TLN1,,,,,LARP4
,,,TLN2,,,,,LARP4B
,,,TM9SF2,,,,,LARP7
,,,TM9SF3,,,,,LARS1
,,,TM9SF4,,,,,LARS2
,,,TMED10,,,,,LAS1L
,,,TMED2,,,,,LASP1
,,,TMED4,,,,,LBP
,,,TMED5,,,,,LBR
,,,TMED7,,,,,LCAT
,,,TMED9,,,,,LCLAT1
,,,TMEM30A,,,,,LCMT1
,,,TMEM33,,,,,LCN2
,,,TMEM43,,,,,LCP1
,,,TMOD1,,,,,LCP2
,,,TMOD2,,,,,LDAH
,,,TMOD3,,,,,LDB3
,,,TMSB4X,,,,,LDHA
,,,TMX4,,,,,LDHB
,,,TNKS1BP1,,,,,LEMD2
,,,TNPO1,,,,,LEMD3
,,,TNPO2,,,,,LEO1
,,,TNPO3,,,,,LEP
,,,TNS1,,,,,LETM1
,,,TNS3,,,,,LETMD1
,,,TOLLIP,,,,,LGALS1
,,,TOM1,,,,,LGALS3
,,,TOM1L1,,,,,LGALS3BP
,,,TOM1L2,,,,,LGALS8
,,,TOMM34,,,,,LGALS9
,,,TOMM40,,,,,LGALS9B
,,,TOMM70,,,,,LGMN
,,,TOP1,,,,,LHPP
,,,TOP2B,,,,,LIFR
,,,TOR1AIP1,,,,,LIG1
,,,TOR1B,,,,,LIG3
,,,TP53I3,,,,,LIMA1
,,,TPD52,,,,,LIMCH1
,,,TPD52L2,,,,,LIMD2
,,,TPI1,,,,,LIMS1
,,,TPK1,,,,,LIMS2
,,,TPM1.4,,,,,LIN28B
,,,TPM3,,,,,LIN54
,,,TPM4.1,,,,,LIN7C
,,,TPMT,,,,,LIPA
,,,TPP1,,,,,LITAF
,,,TPP2,,,,,LLGL1
,,,TPRG1L,,,,,LMAN1
,,,TPT1,,,,,LMAN2
,,,TRA2A,,,,,LMAN2L
,,,TRA2B,,,,,LMCD1
,,,TRADD,,,,,LMF2
,,,TRAF6,,,,,LMNA
,,,TRAP1,,,,,LMNB1
,,,TRAPPC1,,,,,LMNB2
,,,TRAPPC10,,,,,LMO7
,,,TRAPPC11,,,,,LMOD1
,,,TRAPPC4,,,,,LNPEP
,,,TRAPPC6B,,,,,LNPK
,,,TRIM2,,,,,LONP1
,,,TRIM23,,,,,LOXL1
,,,TRIM25,,,,,LOXL2
,,,TRIM26,,,,,LPA
,,,TRIM28,,,,,LPCAT1
,,,TRIM3,,,,,LPCAT2
,,,TRIM47,,,,,LPCAT3
,,,TRIOBP,,,,,LPGAT1
,,,TRIP10,,,,,LPIN1
,,,TRIP12,,,,,LPP
,,,TRIP13,,,,,LRBA
,,,TRMT1,,,,,LRCH1
,,,TRMT112,,,,,LRCH4
,,,TRMT1L,,,,,LRG1
,,,TRMT61A,,,,,LRP1
,,,TRNT1,,,,,LRP2
,,,TSFM,,,,,LRP3
,,,TSG101,,,,,LRPAP1
,,,TSN,,,,,LRPPRC
,,,TSNAX,,,,,LRRC1
,,,TSPAN1,,,,,LRRC15
,,,TST,,,,,LRRC17
,,,TSTA3,,,,,LRRC32
,,,TTC1,,,,,LRRC40
,,,TTC12,,,,,LRRC41
,,,TTC21A,,,,,LRRC47
,,,TTC26,,,,,LRRC57
,,,TTC27,,,,,LRRC59
,,,TTC30B,,,,,LRRC8A
,,,TTC37,,,,,LRRFIP1
,,,TTC39B,,,,,LRRFIP2
,,,TTC4,,,,,LRSAM1
,,,TTC5,,,,,LRWD1
,,,TTC8,,,,,LSAMP
,,,TTC9C,,,,,LSG1
,,,TTLL12,,,,,LSM1
,,,TUBB,,,,,LSM12
,,,TUBB3,,,,,LSM14A
,,,TUBB4B,,,,,LSM2
,,,TUBG1,,,,,LSM3
,,,TUBGCP3,,,,,LSM4
,,,TUFM,,,,,LSM6
,,,TULP3,,,,,LSM7
,,,TWF1,,,,,LSM8
,,,TWF2,,,,,LSP1
,,,TXLNA,,,,,LSS
,,,TXN2,,,,,LTA4H
,,,TXNDC12,,,,,LTBP1
,,,TXNDC17,,,,,LTBP2
,,,TXNDC5,,,,,LTBP3
,,,TXNDC9,,,,,LTBP4
,,,TXNL1,,,,,LTF
,,,TXNRD3,,,,,LTN1
,,,U2AF1,,,,,LTV1
,,,U2AF2,,,,,LUC7L
,,,U2SURP,,,,,LUC7L2
,,,UAP1,,,,,LUC7L3
,,,UAP1L1,,,,,LUM
,,,UBA1,,,,,LUZP1
,,,UBA2,,,,,LVRN
,,,UBA3,,,,,LXN
,,,UBA5,,,,,LYAR
,,,UBA6,,,,,LYN
,,,UBAC1,,,,,LYPD3
,,,UBAP2,,,,,LYPLA1
,,,UBE2B,,,,,LYPLA2
,,,UBE2D3,,,,,LYPLAL1
,,,UBE2F,,,,,LYRM7
,,,UBE2G1,,,,,LYSMD1
,,,UBE2I,,,,,LYVE1
,,,UBE2K,,,,,LYZ
,,,UBE2M,,,,,LZIC
,,,UBE2O,,,,,LZTFL1
,,,UBE2V2,,,,,M6PR
,,,UBE3A,,,,,MACF1
,,,UBE3C,,,,,MACO1
,,,UBE4A,,,,,MACROH2A1
,,,UBE4B,,,,,MACROH2A2
,,,UBFD1,,,,,MAD1L1
,,,UBLCP1,,,,,MAF1
,,,UBQLN1,,,,,MAGED2
,,,UBR4,,,,,MAGOHB
,,,UBR5,,,,,MAGT1
,,,UBR7,,,,,MAIP1
,,,UBXN1,,,,,MAK16
,,,UBXN11,,,,,MAL2
,,,UBXN4,,,,,MAMDC2
,,,UCHL1,,,,,MAN1A2
,,,UCHL3,,,,,MAN1B1
,,,UCHL3.1,,,,,MAN1C1
,,,UCHL5,,,,,MAN2A1
,,,UCKL1,,,,,MAN2A2
,,,UFC1,,,,,MAN2B1
,,,UFL1,,,,,MAN2C1
,,,UFM1,,,,,MANBA
,,,UGDH,,,,,MANEA
,,,UGGT1,,,,,MANF
,,,UGP2,,,,,MAOA
,,,ULK4,,,,,MAOB
,,,UNC119B,,,,,MAP1A
,,,UNC45A,,,,,MAP1B
,,,UPF1,,,,,MAP1LC3B2
,,,UPF2,,,,,MAP1S
,,,UPK1B,,,,,MAP2K1
,,,UPK3B,,,,,MAP2K2
,,,UPP1,,,,,MAP2K3
,,,URI1,,,,,MAP2K4
,,,UROS,,,,,MAP3K2
,,,USP10,,,,,MAP3K20
,,,USP11,,,,,MAP3K5
,,,USP14,,,,,MAP4
,,,USP15,,,,,MAP4K5
,,,USP19,,,,,MAP7D1
,,,USP24,,,,,MAP7D3
,,,USP34,,,,,MAPK1
,,,USP39,,,,,MAPK13
,,,USP4,,,,,MAPK14
,,,USP47,,,,,MAPK3
,,,USP5,,,,,MAPK9
,,,USP8,,,,,MAPKAPK2
,,,UTRN,,,,,MAPKBP1
,,,VAC14,,,,,MAPRE1
,,,VAMP3,,,,,MAPRE3
,,,VAMP7,,,,,MARCHF5
,,,VAPA,,,,,MARCKS
,,,VAPB,,,,,MARCKSL1
,,,VARS1,,,,,MARK2
,,,VASP,,,,,MARS1
,,,VAT1,,,,,MAT2A
,,,VBP1,,,,,MAT2B
,,,VCL,,,,,MATN2
,,,VCP,,,,,MATR3
,,,VCPIP1,,,,,MAVS
,,,VDAC1,,,,,MB21D2
,,,VDAC2,,,,,MBD1
,,,VDAC3,,,,,MBD2
,,,VILL,,,,,MBLAC2
,,,VIM,,,,,MBNL1
,,,VPS11,,,,,MBOAT7
,,,VPS13C,,,,,MCAM
,,,VPS25,,,,,MCAT
,,,VPS26A,,,,,MCC
,,,VPS26B,,,,,MCCC1
,,,VPS26C,,,,,MCCC2
,,,VPS29,,,,,MCFD2
,,,VPS35,,,,,MCL1
,,,VPS35L,,,,,MCM2
,,,VPS36,,,,,MCM3
,,,VPS45,,,,,MCM4
,,,VPS4A,,,,,MCM5
,,,VPS4B,,,,,MCM6
,,,VPS51,,,,,MCM7
,,,VPS52,,,,,MCMBP
,,,VPS53,,,,,MCRIP1
,,,VTA1,,,,,MCTS1
,,,VTN,,,,,MCU
,,,VWF,,,,,MDH1
,,,WARS1,,,,,MDH2
,,,WASF2,,,,,MDK
,,,WASHC1,,,,,MDN1
,,,WASHC2C,,,,,ME1
,,,WASHC5,,,,,ME2
,,,WASL,,,,,MEAK7
,,,WBP2,,,,,MECP2
,,,WDFY1,,,,,MECR
,,,WDFY2,,,,,MED1
,,,WDR1,,,,,MED14
,,,WDR11,,,,,MED15
,,,WDR26,,,,,MED16
,,,WDR35,,,,,MED23
,,,WDR4,,,,,MED24
,,,WDR44,,,,,MED4
,,,WDR47,,,,,MED8
,,,WDR60,,,,,MEF2D
,,,WDR60.1,,,,,MEIS1
,,,WDR61,,,,,MELTF
,,,WDR63,,,,,MEN1
,,,WDR66,,,,,MEPCE
,,,WDR7,,,,,MERTK
,,,WDR77,,,,,MESD
,,,WDR78,,,,,MEST
,,,WDR81,,,,,METAP2
,,,WDR82,,,,,METTL13
,,,WDR91,,,,,METTL16
,,,WDR92,,,,,METTL26
,,,WFS1,,,,,METTL7A
,,,WIPI1,,,,,MEX3C
,,,WNK1,,,,,MFAP2
,,,WNK4,,,,,MFAP4
,,,WRAP53,,,,,MFAP5
,,,WRNIP1,,,,,MFF
,,,XAF1,,,,,MFGE8
,,,XDH,,,,,MFN1
,,,XPNPEP1,,,,,MFN2
,,,XPO1,,,,,MFSD10
,,,XPO4,,,,,MFSD11
,,,XPO5,,,,,MFSD4B
,,,XPO7,,,,,MGAT1
,,,XPOT,,,,,MGAT2
,,,XRCC5,,,,,MGAT5
,,,XRCC6,,,,,MGLL
,,,XRN2,,,,,MGMT
,,,XYLB,,,,,MGP
,,,YAP1,,,,,MGST1
,,,YARS1,,,,,MGST2
,,,YBX1,,,,,MGST3
,,,YES1,,,,,MIA2
,,,YKT6,,,,,MIA3
,,,YTHDF3,,,,,MICAL1
,,,YWHAB,,,,,MICAL2
,,,YWHAE,,,,,MICAL3
,,,YWHAG,,,,,MICALL1
,,,YWHAQ,,,,,MICOS13
,,,YWHAZ,,,,,MICU3
,,,ZC3H15,,,,,MIEN1
,,,ZC3H7B,,,,,MIER1
,,,ZCCHC8,,,,,MIF
,,,ZER1,,,,,MIF4GD
,,,ZFAND2B,,,,,MINDY1
,,,ZFPL1,,,,,MINDY3
,,,ZFR,,,,,MINK1
,,,ZFYVE16,,,,,MINPP1
,,,ZMYND10,,,,,MIOS
,,,ZNF330,,,,,MIPEP
,,,ZNF358,,,,,MIX23
,,,ZNF804B,,,,,MLEC
,,,ZNRD2,,,,,MLF1
,,,ZPR1,,,,,MLF2
,,,ZRANB2,,,,,MLLT1
,,,ZWILCH,,,,,MMAB
,,,ZYX,,,,,MME
,,,ZZEF1,,,,,MMP12
,,,,,,,,MMP14
,,,,,,,,MMP15
,,,,,,,,MMP2
,,,,,,,,MMP8
,,,,,,,,MMP9
,,,,,,,,MMRN1
,,,,,,,,MMRN2
,,,,,,,,MMS19
,,,,,,,,MMTAG2
,,,,,,,,MMUT
,,,,,,,,MNDA
,,,,,,,,MOB1B
,,,,,,,,MOB4
,,,,,,,,MOCS1
,,,,,,,,MOCS3
,,,,,,,,MOGS
,,,,,,,,MON2
,,,,,,,,MORF4L1
,,,,,,,,MOSPD1
,,,,,,,,MOSPD2
,,,,,,,,MOV10
,,,,,,,,MPC2
,,,,,,,,MPDU1
,,,,,,,,MPDZ
,,,,,,,,MPG
,,,,,,,,MPHOSPH8
,,,,,,,,MPI
,,,,,,,,MPO
,,,,,,,,MPP1
,,,,,,,,MPP7
,,,,,,,,MPRIP
,,,,,,,,MPST
,,,,,,,,MPV17
,,,,,,,,MPZL1
,,,,,,,,MRAS
,,,,,,,,MRC1
,,,,,,,,MRC2
,,,,,,,,MRE11
,,,,,,,,MRFAP1
,,,,,,,,MRGBP
,,,,,,,,MRGPRF
,,,,,,,,MRI1
,,,,,,,,MRM3
,,,,,,,,MROH1
,,,,,,,,MRPL1
,,,,,,,,MRPL11
,,,,,,,,MRPL12
,,,,,,,,MRPL13
,,,,,,,,MRPL15
,,,,,,,,MRPL18
,,,,,,,,MRPL19
,,,,,,,,MRPL2
,,,,,,,,MRPL20
,,,,,,,,MRPL21
,,,,,,,,MRPL23
,,,,,,,,MRPL24
,,,,,,,,MRPL28
,,,,,,,,MRPL3
,,,,,,,,MRPL38
,,,,,,,,MRPL39
,,,,,,,,MRPL4
,,,,,,,,MRPL41
,,,,,,,,MRPL43
,,,,,,,,MRPL44
,,,,,,,,MRPL45
,,,,,,,,MRPL46
,,,,,,,,MRPL47
,,,,,,,,MRPL49
,,,,,,,,MRPL50
,,,,,,,,MRPL53
,,,,,,,,MRPL54
,,,,,,,,MRPL55
,,,,,,,,MRPL58
,,,,,,,,MRPS16
,,,,,,,,MRPS17
,,,,,,,,MRPS18B
,,,,,,,,MRPS2
,,,,,,,,MRPS22
,,,,,,,,MRPS23
,,,,,,,,MRPS25
,,,,,,,,MRPS26
,,,,,,,,MRPS27
,,,,,,,,MRPS28
,,,,,,,,MRPS31
,,,,,,,,MRPS7
,,,,,,,,MRRF
,,,,,,,,MRTO4
,,,,,,,,MSH2
,,,,,,,,MSH3
,,,,,,,,MSH6
,,,,,,,,MSI2
,,,,,,,,MSLN
,,,,,,,,MSN
,,,,,,,,MSRB2
,,,,,,,,MSRB3
,,,,,,,,MST1
,,,,,,,,MSTO1
,,,,,,,,MT-ATP6
,,,,,,,,MT-CO2
,,,,,,,,MT-CYB
,,,,,,,,MT-ND2
,,,,,,,,MT2A
,,,,,,,,MTA1
,,,,,,,,MTA2
,,,,,,,,MTA3
,,,,,,,,MTAP
,,,,,,,,MTARC2
,,,,,,,,MTCH1
,,,,,,,,MTCH2
,,,,,,,,MTDH
,,,,,,,,MTFR1L
,,,,,,,,MTHFD1
,,,,,,,,MTHFD1L
,,,,,,,,MTHFD2
,,,,,,,,MTM1
,,,,,,,,MTMR1
,,,,,,,,MTMR10
,,,,,,,,MTMR12
,,,,,,,,MTMR14
,,,,,,,,MTMR2
,,,,,,,,MTOR
,,,,,,,,MTPN
,,,,,,,,MTR
,,,,,,,,MTREX
,,,,,,,,MTRR
,,,,,,,,MTSS2
,,,,,,,,MTX1
,,,,,,,,MTX2
,,,,,,,,MUC1
,,,,,,,,MVB12A
,,,,,,,,MVB12B
,,,,,,,,MVD
,,,,,,,,MVK
,,,,,,,,MVP
,,,,,,,,MX1
,,,,,,,,MX2
,,,,,,,,MXRA5
,,,,,,,,MXRA7
,,,,,,,,MXRA8
,,,,,,,,MYADM
,,,,,,,,MYBBP1A
,,,,,,,,MYCBP
,,,,,,,,MYD88
,,,,,,,,MYDGF
,,,,,,,,MYEF2
,,,,,,,,MYG1
,,,,,,,,MYH10
,,,,,,,,MYH11
,,,,,,,,MYH14
,,,,,,,,MYH9
,,,,,,,,MYL12B
,,,,,,,,MYL3
,,,,,,,,MYL6
,,,,,,,,MYL9
,,,,,,,,MYLK
,,,,,,,,MYO18A
,,,,,,,,MYO1B
,,,,,,,,MYO1C
,,,,,,,,MYO1D
,,,,,,,,MYO1E
,,,,,,,,MYO1F
,,,,,,,,MYO5A
,,,,,,,,MYO6
,,,,,,,,MYO7B
,,,,,,,,MYO9A
,,,,,,,,MYO9B
,,,,,,,,MYOF
,,,,,,,,MYOM2
,,,,,,,,MYOT
,,,,,,,,MYSM1
,,,,,,,,MZB1
,,,,,,,,NAA10
,,,,,,,,NAA15
,,,,,,,,NAA20
,,,,,,,,NAA25
,,,,,,,,NAA30
,,,,,,,,NAA50
,,,,,,,,NAAA
,,,,,,,,NACA
,,,,,,,,NADK2
,,,,,,,,NADSYN1
,,,,,,,,NAE1
,,,,,,,,NAGA
,,,,,,,,NAGK
,,,,,,,,NAGLU
,,,,,,,,NAMPT
,,,,,,,,NANS
,,,,,,,,NAP1L1
,,,,,,,,NAP1L4
,,,,,,,,NAPA
,,,,,,,,NAPG
,,,,,,,,NAPRT
,,,,,,,,NARS1
,,,,,,,,NARS2
,,,,,,,,NASP
,,,,,,,,NAT1
,,,,,,,,NAT10
,,,,,,,,NAV2
,,,,,,,,NAXD
,,,,,,,,NAXE
,,,,,,,,NBAS
,,,,,,,,NBEAL2
,,,,,,,,NBL1
,,,,,,,,NBN
,,,,,,,,NCALD
,,,,,,,,NCAM1
,,,,,,,,NCAPG
,,,,,,,,NCAPH
,,,,,,,,NCBP1
,,,,,,,,NCBP2
,,,,,,,,NCBP3
,,,,,,,,NCCRP1
,,,,,,,,NCDN
,,,,,,,,NCEH1
,,,,,,,,NCF1
,,,,,,,,NCF2
,,,,,,,,NCK1
,,,,,,,,NCK2
,,,,,,,,NCKAP1
,,,,,,,,NCKIPSD
,,,,,,,,NCL
,,,,,,,,NCLN
,,,,,,,,NCOA1
,,,,,,,,NCOA2
,,,,,,,,NCOA3
,,,,,,,,NCOA5
,,,,,,,,NCOA6
,,,,,,,,NCS1
,,,,,,,,NCSTN
,,,,,,,,NDE1
,,,,,,,,NDEL1
,,,,,,,,NDRG1
,,,,,,,,NDRG2
,,,,,,,,NDRG3
,,,,,,,,NDUFA10
,,,,,,,,NDUFA11
,,,,,,,,NDUFA12
,,,,,,,,NDUFA13
,,,,,,,,NDUFA2
,,,,,,,,NDUFA3
,,,,,,,,NDUFA4
,,,,,,,,NDUFA5
,,,,,,,,NDUFA6
,,,,,,,,NDUFA7
,,,,,,,,NDUFA8
,,,,,,,,NDUFA9
,,,,,,,,NDUFAB1
,,,,,,,,NDUFAF3
,,,,,,,,NDUFAF5
,,,,,,,,NDUFAF8
,,,,,,,,NDUFB1
,,,,,,,,NDUFB10
,,,,,,,,NDUFB11
,,,,,,,,NDUFB3
,,,,,,,,NDUFB4
,,,,,,,,NDUFB5
,,,,,,,,NDUFB7
,,,,,,,,NDUFB8
,,,,,,,,NDUFB9
,,,,,,,,NDUFC2
,,,,,,,,NDUFS1
,,,,,,,,NDUFS2
,,,,,,,,NDUFS3
,,,,,,,,NDUFS4
,,,,,,,,NDUFS5
,,,,,,,,NDUFS6
,,,,,,,,NDUFS7
,,,,,,,,NDUFS8
,,,,,,,,NDUFV1
,,,,,,,,NDUFV2
,,,,,,,,NDUFV3
,,,,,,,,NEB
,,,,,,,,NECAP1
,,,,,,,,NECAP2
,,,,,,,,NECTIN2
,,,,,,,,NECTIN4
,,,,,,,,NEDD4
,,,,,,,,NEDD4L
,,,,,,,,NEDD8
,,,,,,,,NEFL
,,,,,,,,NEFM
,,,,,,,,NEGR1
,,,,,,,,NEK7
,,,,,,,,NEK9
,,,,,,,,NELFB
,,,,,,,,NELFCD
,,,,,,,,NEMF
,,,,,,,,NENF
,,,,,,,,NEO1
,,,,,,,,NES
,,,,,,,,NEU1
,,,,,,,,NEXN
,,,,,,,,NF1
,,,,,,,,NF2
,,,,,,,,NFASC
,,,,,,,,NFATC2IP
,,,,,,,,NFATC4
,,,,,,,,NFIA
,,,,,,,,NFIB
,,,,,,,,NFIC
,,,,,,,,NFKB1
,,,,,,,,NFKB2
,,,,,,,,NFS1
,,,,,,,,NFU1
,,,,,,,,NFYB
,,,,,,,,NFYC
,,,,,,,,NGFR
,,,,,,,,NGLY1
,,,,,,,,NHLRC2
,,,,,,,,NHLRC3
,,,,,,,,NHP2
,,,,,,,,NIBAN1
,,,,,,,,NIBAN2
,,,,,,,,NID1
,,,,,,,,NID2
,,,,,,,,NIF3L1
,,,,,,,,NIP7
,,,,,,,,NIPBL
,,,,,,,,NIPSNAP1
,,,,,,,,NIPSNAP2
,,,,,,,,NIPSNAP3A
,,,,,,,,NIT1
,,,,,,,,NIT2
,,,,,,,,NKRF
,,,,,,,,NLE1
,,,,,,,,NLGN2
,,,,,,,,NLN
,,,,,,,,NLRP2
,,,,,,,,NLRP4
,,,,,,,,NLRX1
,,,,,,,,NME1
,,,,,,,,NME2
,,,,,,,,NME3
,,,,,,,,NME7
,,,,,,,,NMES1
,,,,,,,,NMNAT1
,,,,,,,,NMRAL1
,,,,,,,,NMT1
,,,,,,,,NMT2
,,,,,,,,NNMT
,,,,,,,,NNT
,,,,,,,,NOB1
,,,,,,,,NOC2L
,,,,,,,,NOL10
,,,,,,,,NOL3
,,,,,,,,NOL6
,,,,,,,,NOL9
,,,,,,,,NOLC1
,,,,,,,,NOMO2
,,,,,,,,NONO
,,,,,,,,NOP2
,,,,,,,,NOP56
,,,,,,,,NOP58
,,,,,,,,NOP9
,,,,,,,,NOS3
,,,,,,,,NOSIP
,,,,,,,,NOTUM
,,,,,,,,NOVA1
,,,,,,,,NPC1
,,,,,,,,NPC2
,,,,,,,,NPEPL1
,,,,,,,,NPEPPS
,,,,,,,,NPL
,,,,,,,,NPLOC4
,,,,,,,,NPM1
,,,,,,,,NPM3
,,,,,,,,NPR2
,,,,,,,,NPRL3
,,,,,,,,NPTN
,,,,,,,,NQO2
,,,,,,,,NR2F1
,,,,,,,,NR2F2
,,,,,,,,NR3C1
,,,,,,,,NRAS
,,,,,,,,NRBP1
,,,,,,,,NRDC
,,,,,,,,NRF1
,,,,,,,,NRIP2
,,,,,,,,NRK
,,,,,,,,NRM
,,,,,,,,NRP1
,,,,,,,,NRP2
,,,,,,,,NSD3
,,,,,,,,NSDHL
,,,,,,,,NSF
,,,,,,,,NSFL1C
,,,,,,,,NSUN2
,,,,,,,,NT5C
,,,,,,,,NT5C2
,,,,,,,,NT5DC1
,,,,,,,,NT5DC2
,,,,,,,,NT5DC3
,,,,,,,,NT5E
,,,,,,,,NTMT1
,,,,,,,,NTPCR
,,,,,,,,NUAK1
,,,,,,,,NUB1
,,,,,,,,NUBP1
,,,,,,,,NUBP2
,,,,,,,,NUCB1
,,,,,,,,NUCB2
,,,,,,,,NUCKS1
,,,,,,,,NUDC
,,,,,,,,NUDCD1
,,,,,,,,NUDCD2
,,,,,,,,NUDT1
,,,,,,,,NUDT14
,,,,,,,,NUDT16
,,,,,,,,NUDT16L1
,,,,,,,,NUDT2
,,,,,,,,NUDT21
,,,,,,,,NUDT3
,,,,,,,,NUDT4
,,,,,,,,NUDT5
,,,,,,,,NUDT9
,,,,,,,,NUFIP2
,,,,,,,,NUMA1
,,,,,,,,NUMB
,,,,,,,,NUMBL
,,,,,,,,NUP107
,,,,,,,,NUP133
,,,,,,,,NUP153
,,,,,,,,NUP155
,,,,,,,,NUP160
,,,,,,,,NUP188
,,,,,,,,NUP205
,,,,,,,,NUP210
,,,,,,,,NUP214
,,,,,,,,NUP35
,,,,,,,,NUP37
,,,,,,,,NUP43
,,,,,,,,NUP50
,,,,,,,,NUP54
,,,,,,,,NUP58
,,,,,,,,NUP62
,,,,,,,,NUP85
,,,,,,,,NUP88
,,,,,,,,NUP93
,,,,,,,,NUP98
,,,,,,,,NUTF2
,,,,,,,,NVL
,,,,,,,,NXF1
,,,,,,,,NXN
,,,,,,,,NXT2
,,,,,,,,OAS3
,,,,,,,,OAT
,,,,,,,,OCIAD1
,,,,,,,,OCRL
